epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,8150.3,1.36135,1.20446,0.01572,0.86604,0.76821,0.87194,0.56214,1.2199,0.65741,0.01428,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258
31,8415.42,1.35697,1.19134,0.01571,0.84634,0.795,0.87413,0.56521,1.23503,0.63908,0.01454,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
32,8678.96,1.35252,1.18323,0.01554,0.7947,0.80372,0.85907,0.54199,1.23688,0.67503,0.01436,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862
33,8948.06,1.35395,1.16036,0.01561,0.849,0.80728,0.88051,0.56886,1.2198,0.61316,0.0142,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664
34,9216.54,1.33673,1.14772,0.01543,0.85832,0.81289,0.88134,0.573,1.21023,0.60867,0.01409,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466
35,9485.25,1.32984,1.14121,0.01518,0.86632,0.81801,0.89606,0.58528,1.21798,0.59074,0.01421,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268
36,9753.41,1.32065,1.11915,0.01518,0.83134,0.85058,0.89178,0.57874,1.21172,0.60269,0.01407,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
37,10021.4,1.32877,1.10828,0.01519,0.82862,0.83725,0.8791,0.57285,1.21937,0.60387,0.01439,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872
38,10290.3,1.31799,1.10851,0.01507,0.85663,0.81275,0.88828,0.58091,1.20421,0.60266,0.0139,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674
39,10559.1,1.30954,1.10306,0.01497,0.85127,0.82786,0.88634,0.57792,1.21332,0.60207,0.01406,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476
40,10827.5,1.30564,1.0886,0.01486,0.86012,0.85577,0.90741,0.59313,1.21505,0.57514,0.01409,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278
41,11096.6,1.30183,1.07317,0.01496,0.82399,0.859,0.8933,0.58917,1.19878,0.61372,0.01398,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
42,11365.1,1.30519,1.0721,0.01495,0.86688,0.82772,0.89997,0.58765,1.20434,0.57468,0.01397,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882
43,11633.9,1.3008,1.05658,0.01478,0.84197,0.85637,0.90414,0.59345,1.20369,0.57397,0.0139,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684
44,11903.2,1.29831,1.04555,0.01471,0.86536,0.82689,0.89813,0.58243,1.21198,0.59564,0.01404,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486
45,12172.2,1.28573,1.05277,0.01453,0.8753,0.82022,0.90726,0.59097,1.2055,0.57424,0.01396,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288
46,12442.4,1.28334,1.03775,0.0146,0.85665,0.86161,0.90591,0.59574,1.20667,0.56278,0.01391,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
47,12711.2,1.27694,1.01987,0.01449,0.85785,0.86528,0.90804,0.59735,1.19886,0.56593,0.01386,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892
48,12982.5,1.27027,1.01422,0.01436,0.86767,0.84561,0.91044,0.59635,1.21264,0.57055,0.01406,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694
49,13252.9,1.28003,1.03128,0.0145,0.88591,0.82786,0.90734,0.59549,1.20223,0.58159,0.01392,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496
50,13522,1.27,0.99061,0.01432,0.88453,0.86144,0.91743,0.60531,1.17924,0.56301,0.01353,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298
51,13790.8,1.26063,0.99733,0.01425,0.87248,0.83963,0.91403,0.60482,1.18318,0.56924,0.01365,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
52,14058.9,1.25962,0.9861,0.01425,0.87949,0.84418,0.90578,0.60204,1.17734,0.56917,0.01355,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902
53,14327.3,1.2558,0.9801,0.01419,0.8647,0.84458,0.90789,0.60033,1.18528,0.57936,0.01374,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
54,14594.5,1.25083,0.95549,0.01404,0.84691,0.87563,0.90696,0.60234,1.18234,0.57012,0.01376,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
55,14860.9,1.24815,0.96198,0.01412,0.84612,0.86933,0.9043,0.59689,1.1923,0.56552,0.01389,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
56,15126.6,1.24551,0.96133,0.01408,0.85274,0.86707,0.90941,0.60279,1.18204,0.56165,0.01368,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
57,15392.6,1.24711,0.95563,0.01413,0.86882,0.85593,0.91259,0.60487,1.18094,0.56843,0.01374,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
58,15657.7,1.24062,0.94817,0.01402,0.86474,0.87403,0.91535,0.60268,1.18101,0.57488,0.01363,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
59,15923.5,1.23782,0.94628,0.01398,0.85886,0.86046,0.91588,0.60248,1.17953,0.58484,0.01368,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
60,16190,1.23706,0.93717,0.01395,0.87237,0.84502,0.90503,0.59254,1.18049,0.59237,0.01369,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
61,16456.5,1.22946,0.95246,0.0139,0.88567,0.8437,0.90729,0.59635,1.17979,0.57966,0.01363,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
62,16722.1,1.22365,0.92657,0.01381,0.8686,0.8554,0.90868,0.60212,1.17873,0.55631,0.01366,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
63,16987.9,1.21268,0.90777,0.01355,0.88328,0.85159,0.913,0.60732,1.18135,0.5547,0.01366,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
64,17253.4,1.21857,0.91553,0.01377,0.88086,0.8491,0.91726,0.6087,1.18295,0.56286,0.01369,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
65,17519.7,1.21824,0.91329,0.01364,0.86143,0.86548,0.91104,0.60641,1.18174,0.56026,0.01367,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328
66,17786,1.21231,0.89637,0.01356,0.87995,0.85529,0.91558,0.60759,1.17937,0.56587,0.0136,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
67,18050.2,1.21289,0.89938,0.01363,0.8881,0.85029,0.90953,0.60353,1.17876,0.56734,0.01361,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932
68,18316.7,1.21044,0.89578,0.01343,0.88878,0.84839,0.91257,0.60525,1.17633,0.5615,0.01358,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734
69,18585.5,1.20377,0.88004,0.01353,0.87242,0.86951,0.91425,0.60702,1.17874,0.55844,0.01363,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536
70,18851.3,1.20152,0.87013,0.01347,0.89534,0.8491,0.91103,0.60069,1.18399,0.55805,0.01372,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338
71,19118.3,1.20727,0.89322,0.01354,0.89882,0.83831,0.91239,0.60262,1.18274,0.56166,0.01373,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
72,19384.5,1.19914,0.87021,0.01345,0.88833,0.85183,0.91413,0.60422,1.18617,0.56358,0.01377,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942
73,19651.2,1.19987,0.87272,0.01339,0.89152,0.85771,0.91808,0.60497,1.18486,0.56371,0.01374,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
74,19916,1.19146,0.87689,0.01332,0.88719,0.86972,0.92002,0.60734,1.18381,0.56467,0.01366,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
75,20180.8,1.18628,0.856,0.01325,0.89698,0.86063,0.91525,0.60705,1.18218,0.56493,0.01361,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
76,20447.4,1.18296,0.85083,0.01325,0.89358,0.85988,0.91884,0.61117,1.18105,0.56439,0.01361,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
77,20710.6,1.19062,0.85245,0.01335,0.88711,0.86532,0.91975,0.60834,1.17887,0.56183,0.0136,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
78,20976.8,1.17398,0.84367,0.01321,0.8873,0.87169,0.92337,0.61201,1.17701,0.55178,0.01358,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
79,21242.5,1.18176,0.85294,0.01321,0.87327,0.88481,0.92323,0.60912,1.17908,0.55393,0.01362,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
80,21510.6,1.17871,0.82368,0.01324,0.86683,0.88169,0.9206,0.6083,1.1786,0.55838,0.01359,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
81,21779.3,1.1777,0.83248,0.01315,0.87586,0.87074,0.92498,0.61066,1.17705,0.55288,0.01357,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
82,22047.6,1.18207,0.85003,0.01325,0.86871,0.87546,0.92638,0.61105,1.17557,0.54905,0.01353,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
83,22316.8,1.17666,0.8254,0.01318,0.87597,0.8693,0.9254,0.61188,1.1736,0.55131,0.01349,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
84,22585.5,1.16607,0.83682,0.01303,0.87195,0.86751,0.92206,0.60841,1.17311,0.55591,0.01347,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
85,22854.5,1.16967,0.82612,0.01309,0.87223,0.8763,0.92364,0.6112,1.16856,0.55491,0.0134,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
86,23122.9,1.16356,0.81877,0.01293,0.87784,0.8741,0.92287,0.60958,1.17077,0.55525,0.01342,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
87,23391.2,1.16247,0.80143,0.01305,0.89936,0.84563,0.92414,0.6107,1.17039,0.55414,0.01343,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
88,23659.7,1.14995,0.78967,0.01289,0.90211,0.85427,0.92151,0.6084,1.17335,0.55884,0.01347,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
89,23928.4,1.16166,0.80634,0.01297,0.88285,0.85786,0.92198,0.60951,1.17457,0.56493,0.01349,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
90,24196.5,1.15149,0.79288,0.01283,0.88665,0.85891,0.92196,0.6076,1.17455,0.56593,0.01351,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
91,24465,1.14688,0.79539,0.01277,0.88903,0.85947,0.92277,0.60901,1.17474,0.56699,0.01348,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
92,24733.3,1.14825,0.78942,0.01285,0.88753,0.86407,0.92336,0.61036,1.17502,0.56334,0.01349,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
93,25001.6,1.14734,0.77678,0.01282,0.88984,0.8557,0.92072,0.60883,1.17587,0.56578,0.01352,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
94,25271.3,1.14287,0.78843,0.01285,0.90223,0.85824,0.92132,0.60976,1.17374,0.5679,0.01348,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
95,25540.5,1.13687,0.77351,0.0127,0.89167,0.86,0.91964,0.60964,1.17462,0.56756,0.0135,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
96,25809.8,1.15006,0.78925,0.01283,0.88861,0.86335,0.92191,0.61157,1.17387,0.56467,0.0135,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
97,26078.7,1.15274,0.78896,0.01288,0.88627,0.86211,0.91977,0.61001,1.17643,0.56234,0.01355,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
98,26347.9,1.14328,0.79402,0.01279,0.88749,0.85952,0.91916,0.60791,1.17742,0.56311,0.01357,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
99,26617.3,1.14308,0.793,0.01277,0.89263,0.8584,0.91941,0.60761,1.17544,0.56517,0.01352,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
100,26886.5,1.13,0.77476,0.01262,0.87428,0.8715,0.92022,0.61025,1.17467,0.56391,0.01352,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
101,27155.7,1.1359,0.76624,0.01259,0.88571,0.86434,0.92243,0.61042,1.17371,0.56139,0.01352,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
102,27420,1.12934,0.75959,0.0126,0.88392,0.86827,0.92222,0.61119,1.17294,0.55954,0.01349,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
103,27688,1.14252,0.7623,0.01278,0.88306,0.87162,0.92313,0.61195,1.17219,0.55961,0.01348,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
