epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
28,7585.17,1.37943,1.24249,0.01592,0.84504,0.80721,0.87872,0.56283,1.24268,0.60432,0.01442,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,7853.7,1.37152,1.22039,0.01591,0.82788,0.81149,0.87418,0.55873,1.23977,0.63597,0.01434,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,8121.45,1.36033,1.20885,0.01581,0.8244,0.82644,0.88915,0.56755,1.24259,0.60399,0.01453,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,8391.32,1.36096,1.20426,0.01571,0.82575,0.82183,0.88695,0.57755,1.21403,0.5977,0.01406,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,8663.45,1.35253,1.18837,0.01551,0.82825,0.83235,0.89876,0.57865,1.22627,0.57778,0.01416,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,8934.22,1.34565,1.17134,0.01545,0.83122,0.83513,0.89339,0.5815,1.23589,0.58992,0.01437,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,9205.26,1.34227,1.16816,0.01539,0.86064,0.80838,0.89382,0.56892,1.21765,0.59168,0.01399,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,9475.34,1.33148,1.14124,0.01519,0.86666,0.80898,0.89994,0.58074,1.21431,0.59213,0.01395,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,9745.44,1.33416,1.13659,0.01523,0.85845,0.83909,0.89038,0.57865,1.21627,0.57169,0.014,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,10016.7,1.31607,1.117,0.01501,0.84943,0.83585,0.89918,0.58534,1.22054,0.56957,0.01412,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,14432.5,1.3139,1.10746,0.015,0.84811,0.84349,0.90198,0.58749,1.20529,0.58118,0.01371,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,14701.4,1.31405,1.10676,0.01497,0.85072,0.84764,0.90042,0.5844,1.20385,0.56737,0.01365,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,14970.7,1.30857,1.08621,0.01487,0.87018,0.82689,0.90452,0.59055,1.20401,0.57088,0.01378,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,15240.5,1.30139,1.08825,0.01491,0.85297,0.83985,0.89563,0.58523,1.20326,0.57753,0.01373,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,15509.7,1.29038,1.0831,0.01477,0.89241,0.82763,0.90836,0.59523,1.20008,0.54846,0.01366,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,15778.2,1.29635,1.05107,0.01472,0.86076,0.84824,0.90432,0.5892,1.20789,0.56004,0.01379,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,16046.6,1.29199,1.05659,0.01466,0.88315,0.81346,0.88895,0.57835,1.21092,0.57621,0.01385,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,16314.7,1.29111,1.05878,0.01466,0.86099,0.84257,0.90304,0.58734,1.20379,0.57339,0.01381,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,16582.7,1.27931,1.04654,0.01445,0.86383,0.84153,0.90626,0.59276,1.19747,0.59341,0.01371,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,16850.6,1.26945,1.03048,0.01449,0.84783,0.8466,0.90303,0.5939,1.18989,0.60436,0.01354,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,17118.3,1.26615,1.02207,0.0144,0.86344,0.84602,0.89982,0.59283,1.19471,0.56946,0.01372,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,17386.5,1.25746,1.002,0.01417,0.88021,0.84195,0.90369,0.59855,1.18697,0.56739,0.01347,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,17654.4,1.25707,0.99097,0.01404,0.88334,0.84358,0.91002,0.59938,1.19651,0.56382,0.0136,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,17922,1.25492,0.99007,0.01424,0.87319,0.85657,0.90338,0.59628,1.18321,0.58846,0.0134,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,18190.4,1.24806,0.9729,0.01404,0.8902,0.83571,0.90352,0.59927,1.18672,0.58306,0.01345,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,18459.7,1.25004,0.97924,0.01405,0.84912,0.86453,0.9044,0.59893,1.1895,0.58224,0.01345,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,18728.2,1.24272,0.95882,0.0139,0.87051,0.84958,0.90866,0.59774,1.18612,0.59064,0.01346,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,18996.9,1.23489,0.9534,0.01388,0.87773,0.84446,0.90957,0.59607,1.18434,0.59743,0.01346,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,19265.8,1.23388,0.94951,0.01398,0.87347,0.83674,0.90434,0.59253,1.18407,0.59012,0.01339,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,19534.1,1.23553,0.93059,0.01393,0.87952,0.84207,0.90821,0.5943,1.19261,0.57619,0.01353,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,19803.7,1.22015,0.9331,0.01372,0.87656,0.84637,0.90392,0.59471,1.19003,0.57228,0.01354,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,20074.3,1.22339,0.92017,0.01378,0.89981,0.82552,0.91096,0.60056,1.18554,0.57762,0.01346,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,20344.3,1.21871,0.9124,0.01373,0.85018,0.86211,0.90846,0.60001,1.18564,0.57298,0.01344,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,20614.6,1.20869,0.91022,0.01354,0.89917,0.82944,0.91575,0.5996,1.18227,0.56519,0.01343,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,20886.4,1.2021,0.90082,0.01347,0.8974,0.8326,0.91429,0.6005,1.17987,0.57244,0.01335,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,21160.3,1.20342,0.89348,0.0135,0.88971,0.85052,0.91333,0.60179,1.17734,0.56534,0.0133,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,21434.3,1.19743,0.8857,0.01341,0.86794,0.85861,0.91569,0.60421,1.17883,0.5635,0.01332,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,21708.4,1.19645,0.88018,0.01347,0.91754,0.82316,0.91673,0.60249,1.18233,0.55739,0.0134,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,21982.2,1.19269,0.86984,0.0134,0.87852,0.84428,0.9116,0.60198,1.17985,0.57087,0.01331,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,22256.2,1.19047,0.8651,0.01332,0.87643,0.85136,0.91501,0.59924,1.18481,0.57132,0.01345,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,22530.6,1.1866,0.85628,0.01321,0.90192,0.83306,0.9126,0.59945,1.18782,0.56735,0.01348,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,22805.9,1.17858,0.84416,0.01312,0.90389,0.83946,0.91345,0.6014,1.18852,0.56575,0.01343,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,23080.7,1.17694,0.82883,0.01306,0.89789,0.84245,0.91472,0.60033,1.1907,0.5636,0.01344,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,23354.5,1.16906,0.84046,0.01303,0.90461,0.84177,0.91373,0.60054,1.19205,0.5618,0.01344,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,23628.1,1.1634,0.82824,0.01287,0.89786,0.85072,0.9158,0.60222,1.19168,0.55763,0.01341,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,23902.3,1.16411,0.8172,0.01293,0.8939,0.84781,0.91554,0.60212,1.19313,0.55982,0.01343,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,24176,1.16057,0.81168,0.01294,0.88331,0.85835,0.91502,0.60351,1.19316,0.56203,0.01345,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,24449.6,1.15957,0.80694,0.013,0.89126,0.85448,0.91403,0.60255,1.19436,0.56442,0.0135,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,24723.4,1.14743,0.80764,0.01275,0.9011,0.85219,0.91366,0.60322,1.19132,0.5682,0.01345,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,24997.6,1.14708,0.79455,0.01285,0.91111,0.84707,0.91626,0.60745,1.19037,0.56215,0.01345,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,25271.2,1.14501,0.79692,0.01269,0.89326,0.86034,0.91641,0.60507,1.18635,0.5682,0.01341,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,25545,1.13732,0.78835,0.01265,0.90202,0.85169,0.91638,0.60534,1.18603,0.56421,0.01342,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,25818.8,1.13748,0.76764,0.01258,0.90505,0.85281,0.91541,0.60487,1.18742,0.56496,0.01341,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,26092.7,1.14136,0.77076,0.01268,0.90049,0.85766,0.91552,0.60712,1.18534,0.56579,0.01338,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,26366.5,1.13078,0.76516,0.01247,0.89781,0.85736,0.91334,0.60594,1.18492,0.56976,0.01335,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,26640.6,1.12689,0.76125,0.01256,0.90087,0.84816,0.91368,0.60605,1.1853,0.56911,0.01337,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,26914.2,1.12193,0.76318,0.01248,0.90794,0.84609,0.9142,0.60766,1.18338,0.57381,0.01336,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,27188.1,1.11675,0.75784,0.01245,0.89639,0.85281,0.91471,0.60786,1.18405,0.57463,0.01336,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,27461.9,1.11321,0.74174,0.01233,0.90624,0.84647,0.91506,0.60592,1.18487,0.57454,0.01336,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,27735.5,1.11051,0.74375,0.01237,0.90185,0.84923,0.9152,0.60634,1.1854,0.57082,0.01337,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,28009.2,1.1069,0.72719,0.01227,0.9049,0.84578,0.91304,0.60601,1.18594,0.57204,0.01338,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,28283.1,1.09405,0.72119,0.01211,0.90262,0.8508,0.91173,0.60523,1.1857,0.578,0.01338,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,28556.8,1.09611,0.72665,0.01207,0.89746,0.8489,0.91168,0.60426,1.18655,0.57966,0.01339,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,28832.1,1.10059,0.71809,0.01222,0.87242,0.87706,0.91282,0.60564,1.18787,0.57228,0.0134,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,29106.3,1.09326,0.70937,0.01204,0.90325,0.8473,0.91195,0.60408,1.18721,0.57753,0.01338,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,29380.4,1.08953,0.69936,0.01198,0.90754,0.8394,0.91156,0.60514,1.18635,0.57656,0.01337,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,29654.3,1.08001,0.69766,0.01203,0.91053,0.84337,0.9137,0.60619,1.18523,0.57655,0.01335,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,29928.4,1.07474,0.68923,0.01184,0.90835,0.84762,0.91214,0.6044,1.18568,0.57796,0.01336,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,30202.3,1.08224,0.68262,0.012,0.90303,0.84953,0.912,0.60407,1.18561,0.58059,0.01336,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,30476.6,1.07289,0.6854,0.01179,0.9062,0.84848,0.91153,0.60449,1.18485,0.58024,0.01336,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,30750.9,1.06484,0.68301,0.01173,0.90144,0.85107,0.9137,0.60484,1.1844,0.5819,0.01335,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,31024.7,1.0655,0.68015,0.01174,0.90023,0.85046,0.91197,0.60376,1.18457,0.57937,0.01335,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,31298.8,1.05819,0.66544,0.01162,0.90314,0.8458,0.91386,0.60473,1.1838,0.58241,0.01335,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,31573.4,1.05089,0.6586,0.01153,0.89765,0.8476,0.91387,0.60425,1.18348,0.5822,0.01334,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,31847.2,1.0504,0.66024,0.01151,0.90948,0.84215,0.91307,0.60416,1.18274,0.58379,0.01333,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,32121.3,1.04546,0.66718,0.01146,0.90747,0.84151,0.91359,0.60414,1.1834,0.58268,0.01333,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,32396,1.0482,0.65669,0.01152,0.90274,0.84755,0.91272,0.6041,1.18222,0.58192,0.01332,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,32673,1.03302,0.65187,0.01132,0.88612,0.86472,0.91284,0.60432,1.18255,0.58111,0.01331,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,32948.4,1.02575,0.64034,0.01119,0.89225,0.8645,0.91372,0.60532,1.18272,0.5781,0.01332,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,33223.7,1.02632,0.63207,0.01119,0.89172,0.85766,0.91367,0.60516,1.18242,0.5785,0.01332,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,280.832,1.01371,0.60862,0.01101,0.8875,0.8555,0.91396,0.60647,1.18217,0.57924,0.01332,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,551.559,1.03715,0.63711,0.01143,0.88876,0.85398,0.91202,0.60526,1.18239,0.58172,0.01332,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
